QueryText,KccAns
Seed availability of Groundnut,Seed availability of Groundnut  Recommended to contact Block Assistant agriculture officer OR Krishi vigyan kendra of that district
Asking about caterpillar management in groundnut,:    : : 10    8
rate of gawar,NOHAR  GOWAR 5344
Farmers want to know information about seed rate of ground nut,100          80
root rot in groundnut,spray copper oxchloride 25 gmslit of water
Attack of Downy or blight  or Powdery,Spray Bavistane 30 gm15 Liter of Water Carbandazin-Basf
TELL ME SEED TREATMENT  IN GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED
Asking about control of excess growth in groundnut,::   -
tell me weather information,no ranfall of hanmaangarh
TELL ME  WEATHER INFORMATION,DRENCHING OF CARBENDAZIM 250 GM PER BHIGA
Farmer asked growth problem in groundnut crop,15
SEED TREATMENT OF GROUND NUT FOR TERMITE,USE CHLOROPYRIPHOS  6 ML PER KG OF SEED
Farmer asked termitewhite grub control information of ground crop,magfalina          SGCG
ground nut Oxyfluorfen uses,recommended for can use as Pre-emergence weedicide Oxyfluorfen
TELL ME ABOUT DISEASE CONTROL IN GROUNDNUTV,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
ask for larrva in g nut,spay corajan 4 ml per pump
fertilizer dose for groundnut,apply SSP 1 bag  jypsum 1 bagacre
Asking about Fipronil trade name information,:         :  15  1
Asked about Tobacco caterpillar management in groundnut,:     : :      2
BACTERIAL WILT,RECOMENDED DOSE OF RIDOMIL 2GMSTREPTOCYCLIN 15GM15LIT WATER SPRAY
ASKING about groundnut  leaf eating  caterpillars,recommended for the spray :Profenophos 2 mllit of water
ground nut tobacco caterpiller management,RECOMMENDED TO SPRAY SPINOSAD 75 ML200 LITRES OF WATER  ACRE
GROUNDNUT GRAM POD BORER MANAGEMENT,GROUNDNUT GRAM POD BORER MANAGEMENT : RECOMMENDED FOR SPRAY PROFINOPHOS 400 MLACRE
Asking about seed rate for groundnut information,:      : :   50
caterpillar,CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
leaf eating caterpillar,RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
how to control root rot in groundnut crop,spray to bavestin  02  solution
ASKING ABOUT VARITIES IN GROUNDNUT,VARITIES - SOMNATH  GIRNATH JL-24
herbicide in ground nut,recommended to spray targasuper-2mllit of water
leaf eating caterpillar 2mlltr,monocrotophos 2mlltr
foliar spray for groundnut,recommended for the spray groundnut  rich 25 kgacre
Asking about Groundnut top dressing fertilizer application,:      :  80     4
farmer ask larvae control in groundnut crop,1  SC     2        ZC      3    SC 7-8
Ask about weed control in Ground nut crop,-  EC         patelairis
gnut sucking pest control,sprey fipronil 20 mlpump
Attack of Thrips and Jassids,Spray Karate 20ml 15 Liter of WaterLambda 5 SC-Syngenta
FARMER ASKED ABOUT FERTILIZER SPRAY FOR groundnut,:-           -
basal fertilizer management for groundnut,apply DAP 5okgac
TELL ME INSECT CONTROL IN COTTON,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
ground nut leaf curl,RECOMMENDED TO USED CHLORIPYRIPHOS 6MLLITRE FOR ROOT DRENCHING
Ask about fungus problem in groundnut,SC 15-20
tell me varities in groundnut,tg-37m-13chandra
Groundnut leaf miner,recommended for spray Dimethiate 30 EC 2mlneemoil 3ml teepol 1mllit of water
moongfali me deemak lagi hai,apply metarizam anaspali  2 kgacre with 35-40 kg fym
TELL ME WEATHER REPORT IN PALI,LIGHT RAIN MAY BE NEXT 2-3 DAYS
mausam,19 ke bad saF HAI
Attack of thrips on Groundnut,-   25 5 15
Groundnut root rot,RECOMMENDED TO USE MANCOJEB 600 GRAM  ACRE
LATE LEAF SPOT  IN GNUT,HEXACONAZOL 15 mLpump
dry rot in groundut crop,drunch copper oxy chloride 3 gram per liter of water
verities,phule unap phule unnati
ground nut tobacco caterpillar management,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  100 GM ACRE
Asked about plant protection in groundnut,suggested that to spray copper oxy chloride 3 gram in one liter of water
Farmer asked Army worm Problem in crop,SC 7-8
Farmer asked query on Weather,--   THERE IS A CHANCE OF SHOWERS IN YOUR AREA
Ask about growth problem in Ground nut crop,15
Asked about leaf caterpillar  Sucking pests management in groundnut crop,:          : 15   05     1
groundnut basal fertilizer,recommended for apply DAP 50 kg  gypsum 75 kg acre
WEEDICIDE IN GNUT,RECOMENDED DOSE OF TERGASUPER 2ML1LIT WATER SPRAY
TELL ME ABOUT PEST IN GROUNDNUT,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
Farmer asked query on Weather,There is possibilities of light rainfall for next 4 days and sky will be partially cloudy  for these days
Farmer wants to know information about seed rate of groundnut,100          80
collar rot in groundnut,Recommended for soil drenching with Carbendazim 2glit
Farmer asked about to water management in groundnut crop,7- 8
LEAF YELLOWING,MITHYLE DEMETON 2MLL
CATERPILLAR,CHLOROPYRIPHOS 2MLLT
Groundnut Jassid control,Recommended for spray Fibronil 2 ml  litre of water
GROUNDNUT NUTRIENT MANAGEMENT,RECOMMENED TO SPRAY ZEBA 5 KGACRE
farmer want to know how to control root rot in ground nut crop,recommended for apply to thayophinet mithyal 15-20 grampump
asking about groundnut nutrient management,recommended for spray groundnut rich - 2 kg 200 lit of water
Ask about groundnut information,WP 30
Farmer asked query on Weather,:   -      : :             34  C    26  C     7
ask abt gnut crop,suggested bavistin powder 25gmpump
at what time gypsum is used,recommeded 200 kg gypsum  45 days after sowing
GROUND NUT VARIETIES,RECOMMENDED GROUND NUT VARIETIES K-9
asking about Root rot management in groundnut,Recommended for soil apply Trichoderma viride 1kg  FYM 20kg  acre
asking about Leaf curl in groundnut,Recommended for spray dimethoate 2ml  lit
Asked about Stem Rot management in Groundnut,:      :     1    20
Farmer asked query on Weather,3                    15
root grub in ground nut,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
attack of sucking pest on ground nut,spray rogor 20ml15 lit of water
groundnut pest,imidchloprid 3ml in 10 liter water
CONTROL OF WEED IN GROUNDNUT FIELD SOWING AFTER 30 DAYS,APPLY MACHANICAL CONTROL FOR BETTER RESULT
Farmer asked about fungus problem in groundnut,-       SE  10
Asking about water management in groundnut,:   : 4  5    20     2
CONTROL OF STEM ROT OF GROUNDNUT,SPRAY COPPER OXYCHLORIDE  4 GMLT OF WATER
FARMER  ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT CROP,5    10
tikka attack,spray blue copper 30 gram 15 lit water
YELLOWING IN GROUNDNUT,SPRAY OF FARES SULPHATE 5GM LIT WATER
ASKED ABOUT THE RED HAIRECATERPILLER IN GROUND NUT,RECOMENDED DIMETHIOATE 2ML 1LIT WATER
Moongfali ki fasal me deemak keet ke niyantran ke lie kya kare,Chlorpyriphos 20 EC  1 - 15
wilt,spray bavistin
TELL ME ABOUT TAKING SOIL SAMPLE,DEEG 6-9 INCH DEEP V SHAPE PIT AND TAKING 500 GM SOIL SAMPLE FOR TESTING SOIL
foliar spray in groundnut,recommended for spray DAP 2 kgacre
Farmer asked query on Weather,3    2     14
TELL ME INSECT CPONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
IRRON DEF,FERROS SULPHATE 75 GRAM IN 15 LIT WATER
Farmer asked  Fertilizer dose information of Groundnut cropX,Farmer asked  Fertilizer dose information of Groundnut crop   -
TELL ME ABOUT CONTROL OT TERMITE IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
ROOT ROT IN GROUNDNUT,ROOT ROT IN GROUNDNUTSPRAY SAAP 2 GRAM AND PLANTOMYCIN 1 GRAM PER 1 LTR WATER
Asking about weather forecast,This week weather is Clear No Possibility of Rain
Farmer asked fungus in root control information of cotton,WP
gnut bettal problem,i suggest chlorophyriphos drenching
varieties,Vikram Phule Pragati Kopergaon-1
FARMER ASKED ABOUT CONTROL WHITE GRUB IN GROUND NUT,-           -
blight,bavistin  2glt  or coc  3glt
ASKED ABOUT TO INSECT CONTROL IN    GROUNDNUT,50    15
groundnut varieties--tag 24sb11  westrann,groundnut varieties--tag 24sb11  westrann
Asking about groundnut top fertilizer management,Recommended for urea 25 kg  potash 15 kg  acre
groundnut helicoverpa damage,proclaim 90 gram  acre
LEAF EATING CATERPILLAR,QUINALPHOS 2MLL
groundnut me sundi lagi hai,monocrotophos 36 2mlliter pani me ghol bana ke spray karein
FARMER ASKED ABOUT THE CONTROL OF INSECT IN GROUNDNUT,50   1
Asked about K deficiency management in Groundnut,:      :    5     1
Weed management in onion- spray oxy phlorophen 15 ml in 1 litre of water,spray oxy phlorophen 15 ml in 1 litre of water
Ask about seed treatments of Termite in groundnut,EC
FARMER ASKED ABOUT TO USE OF TRICHODARMA,5
TELL ME FERTILIZER DOSE IN WHEAT,15 KG URIYA PAR BIGHA
COMPATIBILITY BW  ACETAMIPRID AND 13-0-45,THERE IS COMPATIBILITY BW  ACETAMIPRID AND 13-0-45
moongphali me dimak lagi hai,cloripayriphas 25 lithac ka prayog karo
ATTACK OF SUCKING PEST,Spray Actra 5 gm15 Liter of WaterThiomithoxom 25-Syngenta
TELL ME NOT WEED CONTROL IN GROUNDNUT,--
POD BORER IN GROUNDNUT,RECOMMENDED FOR SPRAY SPINOCIAD 2ML LIT WATER FOR CONTROL OF POD BORER IN GROUNDNUT
GROUND NUT LEAF MINOR,RECOMMENDED TO KORABAN 20MLLIT
Information regarding Control of  fungal disease in groundnut,2
Ask about larvae and  sucking pest control information of groundnut crop,ZC
TELL ME WHITE FLY CONTROL,SPRAY OF FIPROLIN 5  2 LITER PER HA
sucking pestof gnut,Spray Actra 5 gm15 Liter of WaterThiomithoxom 25-Syngenta
groundnut sowing season,groundnut sowing season : may  june
SOWING TIME OF GROUNDNUT CROP,LAST JUNE TO 1ST WEEK JULY
how to control cutworm in Groundnut,8-10
Asking for Irrigation,Give As per requirement
Asking about blackgram TNAU foliar application,Recommended for spray pulses wonder 2kg  ac 200 litter of water
Farmer wants to know information about How to control of white grub attack in groundnut crop,Recommended  for to control of white grub attack in groundnut crop plz drench the field with chlorpyriphos
asking about red headed hairy catterpillar management in groundnut,recommended to dust Malathion 5 D  8 kgacre during morning hours
Ask for the wilting of the gnut,I suggested for the carbendezimcontaf-20 gmpump as a drenching
ask for groundnut  fungiside information,suggest: spray mancozeb 35gmpump
seed treatment,treat seeds with rhizobium and trichoderma and shade dry it before sowing
root problem in groundnut,DRENCHING OF CARBENDAZIM 1 KG  PER HA IN ROOT ZONE
Asked about pseudomonas  Trichoderma viride  availability,:       :
farmer want to know information about seed treatment of groundnut,recommended for   seed treatment of groundnut treat the seed with tricoderma viridi 5gmkg of seed or thiram 3gmkg of seed
Asked about Plant Protection in ground nut,Recommended to apply  carbofuran granules 3G 2kgacre
TELL ME WEED CONTROL,PLS WEED CONTROL BY WEEDING  HOESING
rate of gawar,JODHPUR GRAIN  GOWAR 5850
Farmer asked about attack of caterpillar on Groundnut,15
seed treatment,use thyram  for seed treatment
TELL ME FUNGUS PROBLEM IN GROUNDNUT,APPLY CARBENDAZIM 250 GM PAR BIUGHA
bijapur,87HIRealFeel 91Precipitation 0
Aphid control in Groundnud,kisan bhai aap mungfali me Imidachloprid 178 SL 05 mlliter pani me ghol banakar spray kare
TELL ME TURMITE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION  DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
FARMER ASKED ABUT THE CONTROL INSECT IN GROUNDNUT,20  05
how to control rust,spray Mancozeb 25g or HexaconazolePropiconazole to reduce disease incidence
about mandi rate,JODHPUR GRAIN  GROUNDNUT WHITE 3750
SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 200 LITERS OF WATER  ACRE
ASKING ABOUT VARIETY OF GROUNDNUT,-  -
CHARCOL ROG IN GROUNDNUT,DRENCHING OF CARBENDAZIM 400 PER BIGHA   IN ROOT ZONE
helicoverpa,spray quinalphos
Farmer asked about attack of aphids on groundnut,For control of aphids on groundnut  spray actra 5 gram in 15 liter of water
Farmer asked about groundnut varieties,- -  - - -    - -
ASKED FOR :groundnut leaf eating catterpillar,ASKED FOR :groundnut leaf eating caterpillarRECOMMENDED:spray qunolfos 2mllt of water
Asking about top fertilizer management for groundnut,:     : :  6    6    25
FERROS SULPHATE  DEFICENCY,FERROS SULPHATE 75  GRAM IN 15  LIT WATER
WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY QUIZALOPHOS ETHYL 5ECTARGA SUPER2 ML PER 1 LITRE WATER TO CONTROL WEEDS IN GROUNDNUT FIELD
Farmer asked termitewhite grub control information of groundnut crop,300
TELL ME COLAR ROT DISEASE CONTROL IN GROUNDNUT,HEXAKONAJOL 1 ML LITER SPRAY KARE
TELL ME,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
Ask about fungus problem in cropgroundnut,WP 50
LEAF CATERPILLAR OF GROUNDNUT,LEAF CATERPILLAR OF GROUNDNUT-SPRAY DICHLOROVOS 2ML IN 1LIT WATER
Tikka leaf spot problem in groundnut crop,Recommended to spray Mancozeb 500 gracre
ROOT ROT IN GROUND NUT,RECOMMENDED FOR COPPEROXY CHLORIDE 3GRMSLT WATRER
groundnut white grub,clorpyriphos 20 EC  4 liter per hector with irrigation
Season  variety for groundnut,Season  variety for groundnut : Purattasipattam Sep- Oct TMV 7 VRI 2 VRIGn 6TMVGn 13
FERTILIZER USE AND AVAILABILITY IN GROUND NUT,RECOMMENDED TO USE  AT THE TIME OF FLOWERING USE ZYPSUM 250 KG PER ACRE
Farmer asked weed control in crop,-- 9  EC    -     -      -
ask for gnut suvar,i suggest to make zatka system around open field
Farmer need information regarding how to enhance flowering in groundnut crop,3     10  20
TELL ME CONTROL  COLAR ROT DISEASES OF GROUNDNUT,USE-BAWSTEEN 250GMBIGAA
FARMER ASKED ABOUT FERTILIZER DOSES FOR GROUNDNUT CROP,:- ::
Asked about Leaf blight management in groundnut,:      :  1     1
monophali kibubai kar sakte hai,nhi
FARMER ASKED ABOUT THE CONTROL OF DISEASE IN GROUNDNUT,5   1
Asking about Groundnut top dressing fertilizer application,:      :  80     2
groundnut fertilizer recommended,Recommended for apply zypsum 150kg  ac
tikka disease management in ground nut,RECOMMENDED TO SPRAY CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM 200 GRAMS PER ACRE
Information regarding to weather  in Fatehabad,Some clouds no chance of rain fall today
TELL ME CONTROL  OF  BLIGHT IN PEANUT,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER
TELL ME DISEASE  CONTROL IN COTTON,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
FERTILIZER FOR GROUNDUT,FERTILIZER FOR GROUNDUT  - 18:46 1 BAG ACRE
Ask about weed control in groundnut crop,- 5 EC   25 -30    -
ask for gnut sucking pest control,I suggested to sprey diemithoat 15 mlpump
Asked about leaf roller management in groundnut crop,:      : 2    1
plant protection,NAA  IBA
Asked about plant protection in  groundnut,Suggested to spray carbendizim at 2 gram per liter water
TELL ME WEED CONTROL IN GROUNDNUT,NO USED HARBICIDE IN GROUNDNUT
Farmer asked query on Weather,:      :            40     25      8
Farmer Asked sucking pests control information of  groundnut,25 wg 8
PLEASE GIVE ME WEATHER INFORMATION,KISAN BHAI- APKE YEHA 08  SEPTAMBER  SE 12 SEPTAMBER TAK HALKI BONDA BAANDI  KI SAMBHAVENA HAI
APPL-FEERTILISER,SPADE-UREASSPMOP
fertilizer dose,gypsum 100 kgacre DAP
groundnut sowing time,june-july month
mungfali me groeth ke liye kya pryog kare,aap mungfali amino acid 6-8 kigra koacare ki dar se burkaw kare
asking about Groundnut seed rate,Recommended for Groundnut seed rate : 50 kg  ac
FUSARIUM WILT,spray mancozeb 2 gram per litre of water
FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN GROUND NUT,RECOMMENDED MANUAL WEEDING
Groundnut foliar nutrient spray,Recommended for spray groundnut rich 2 kg acre
late leaf blight in groundnut : spray mancozeb 2gmlit of water,late leaf blight in groundnut : spray mancozeb 2gmlit of water
Alternaria leaf disease,Recommended for spray Mancozeb 2 g litre of water
ASKED ABOUT TO WEED CONTROL IN GROUNDNUT,40
groundnut top fertilizer management,recommended for apply gypsum 75 kilo  boraz 2 kilo  acre
ASK ABOUT PEST MANAGEMENT IN GROUNDNUT,I SUGGEST TRICODERMA VIRDI POWDER
SOIL TEST,CONTACT VAW
asked about attack of early leaf spot on groundnut,attack ofearly leaf spot on groundnut-Spray Ridomil Gold 45 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
asking about Leaf caterpillar management in Groundnut,:     :  1 5
Asking about rat control in groundnut field,:       :         10
TELL ME BLACK ROOT CONTROL,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
TELL ME WHITEFLY CONTROL IN GUAR,SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER
ROOT ROT IN GROUND NUT,RECOMMENDED TO SPRAY RIDOMIL MZ  25 G  1LIT OF WATER
Farmer asked query on Weather,:          :            37-27 C     8
Farmer asked about yellowing and curling of groundnut leaves,INCOMPLETE CALL
Farmer asked Nematode Problem in crop,GR          SGCG         2  GR
TELL ME ABOUT WHITEGRUB CONTROL IN grandnut,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Aske about suitable sowing season for groundnut,:      :    -       -
information about nutrient management in groundnut,6  8
Farmer Asked sucking pests control information of ground crop,WG -                        WP                  SG 7-8
THRIPS IN GROUNDNUT,SPRAY METHYL DEMETON 2 ML PER 1 LITRE WATER
FARMER ASKED ABOUT VARIETIES OF GROUND NUT,-- -
Information about  micro-nutrient uses  in Groundnut,BORON 20  1
Ask about fertilizer dose in Groundnut crop,-
moongfali me keede lagte hain,chloropyriphos ka prayog karen
Information about termite Problem in Groundnut Crop,Chlorpyrifos 20 EC  1
TELL ME WEATHAR INFORMATION,RAIN FALL IN  FALL IN THIEAS DAY
Asked about foliar application in groundnut,:       :      5
TELL ME ABOUT SEED TREATMENT OF GROUNDNUT,SEED TREATMENT BEFOR SOWING   CARBENDAZIM 3 GRAM KG SEED AND IMIDACLORPID 4 MLKG SEED
weed problem in groundnut,kisan bhai aap moongfali ki nirai-gudai kare
Asked about Pest management in  ground nut,Suggested to Spray acephate 1gl
TELL ME MANDI RATE GROUNDNUT,BIKANER GRAIN  GROUNDNUT WHITE 3552 RSQ
Attack of Thrips,Spray of Actra 5gm15 Liter of Water
TELL ME VARIETY OF GROUNDNUT,VARIETY OF GROUNDNUT -TG 37 A M-13 CHITRA
groundnut fertilizer,urea at 20g in 1 liter water
TELL  ME PEST CONTROL IN  GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
fertilizer,urea mircolla
asking about groundnut top dressing fertilizers,recommended for apply gypasum - 75 kg  borox - 4 kg care
ground nut sowing sesaon,Jun - Jul
rust in ground nut,recommended for spray Mancozeb 2 glt
Asking about after application of herbicide the groundnut plants are dried,:        :
groundnut basal fertilizer management,recomended for the fertilizers  : DAP 50 kg zing sulphate 75 kg acre
GROUNDNUT LEAF FLODER,RECOMMENDED TO KORABAN 2MLACRE
TELL ME GURB CONTROL IN GRUOUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
groundnut varieties,groundnut varieties -tag 24 sb 11
tell me about groundnut crop ripening,110
ASKING ABOUT WEATHER REPORT IN EAST MIDNAPUR DISTRICT,NO RAINFALL IN NEXT FIVE DAYSHAZY SUNSHINE UPTO 2602
ground nut  stem rot management -,RECOMMENDED  TO DRENCH   HEXACONAZOLE  2 ML  1 LITRE OF WATER
ground nut season,recommended to sow  June-July
Give me information about soil treatment  in groundnut crop,40        15  2
ROOT PROBLEM IN GROUNDNUT,BAVISTIN 250 GRAM PER BHIGA  USE
