QueryText,KccAns
CONTACT TO AG DEPTT FOR SOIL TESTING,DEEG 6-9 INCH DEEP V SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL
control of stem rot in ground nut,spraying of carbendazim 1 grmslitre water
Farmer asked Sucking pests and Larvae problem in chilli crop,126    95  ZC
market value of groundnut seeds,7000- per quintal
Farmer asked wilting problem in groundnut,WP
Asked about plant protection in groundnut,Suggested to spray:- Mancozeb  2glit of water
Groundnut Irrigation Management,-          4
Farmer wants to know information about how to control white grud in groundnut,Recommended for to control white grub in crop apply phorate 10 G  125kgacre
asked about water management in gnut crop,:-           -                          -                         -
asking about to seed sowing of ground nut,- -        -  X    - -        -  X     :  -
Ask about larvae  sucking pests Control in Ground nut,126    95  ZC   ML
FARMER ASKED ABOUT ATTACK OF APHIDS ON GROUNDNUT CROP,-           -
ground nut iron Deficiency Symptoms,recommended for spray   ferrous sulphate 5 g  urea 10 g  lit of water
TELL ME TIKKA DISEASE CONTROL IN GROUNDNUT,MENKOJEB 2GRAM CARBANDAJIM 2GRAMLITER SPRAY
Asking about Leaf roller management in Groundnut,Recommended to spray Chlorpyriphos 2 ml  liter of water
asked about season,recommended july - august 15
Asked about plant protection in groundnut,Recommended to Spray CYPERMETHRIN  15ml per lit of water for borrers Cypermethrin Recommended to Spray quinolphos 2ml per lit of water for borrersSuggested to spray SAAF :- carbendazim  mancozeb 1 gmlit of water
asked about to seed rate of groundnut,38-40
ask for gnut white garb,Chlorpyriphos 4 liter  hektar
seed rate in mung phalli,seed rate in mung phalli : 32-34 kg seed acre
ASKED ABOUT FERTILIZER DOSE,SPRAY BOOM FLOWER 30 ML IN 15 LITER WATER
ASKED ABOUT TO NUTRIENT MANAGEMENT,--  5     1
GROUND NUT LEAF MINER,CHLOROPYRIPHOS 25 MLLT WATER
TELL ME SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT 1 APRI TO 15 JUNE
larval control,suggest quinalphos 20 milipump
ASKED ABOUT TO  SEED TREATMENT IN GROUNDNUT,20  4
Asked about groundnut rust management,:       :  2   1
asking about groundnut top fertilizer management,recommended for apply gypsum 75 kilo  borax 2 kilo   acre
mung phali me sudi lagi hai,Quinalphas ka 15 ml  lit ka spray kara de
TELL ME PEAST CONTROL IN  GROUNDNUT,SPRAY OF QUINOLPHOS 25 EC 2 ML PER LITER WATER
Farmer asked about groundnut cultivation period,:     :
ask for gnut white grube,Chlorpyriphos 250mlvigha
grounr nut,western 20  ya  bhumugachi lagavd karavi
asked about groundnut,VARIETIES OF GROUND NUT-DAPTARITGAG 24TG 26
leaf curl in groundnut,Recommended for spray methyldemeton 2ml  lit of water
ask abt white groub in groundnut,Chlorpyriphos 30 ml  10 lit water
Farmer asked larval Problem in groundnut crop,SC 7-8
TELL ME SEED TREATMENT IN GROUNDNUT,JATAYU 25
Ask about PGR AND PGP Information of ground nut crop,004 wW  -
Farmer asked query on Weather,:    -      : :            33  C    26 C     7
Attack of blight on Groundnut,-    25 5   -     15
PLZ TELL ME CONTROL OF ROOT ROT IN GN,DRENCHING OF HEXACONAZOLE  2 ML PER LITER WATER IN ROOT ZONE
IMPROVED VARIETIES OF GROUNDNUT,MUNGFALI HARYANA NO-4PUNJAB MUNGFALI NO1
FARMER ASKED QUERY ABOUT ON NEMATODE MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY CARBOFURAN 3G - GRANULES 6 KGSACRE
ask about gnut larva,suggest:quinalphose 30 ml per pump and to sprey
onion and groundnut  pree emergence weed management control measurs,RECOMMENDED TO SPRAY PENDIMETHALINSTOMP 1-125 LITREACRE
Ask about groundnut information,EC 30
Farmer asked fungus control information of groundnut,SC
FARMER ASKED QUERY ON VARIETIES OF GROUND NUT,RECOMMENDED KADIRI 6 KADIRI 7KADIRI 8  KADIRI 9
TELL ME CATERPILLAR IN GROUNDNUT CONTROL IN,SPRAY OF PROFENOFOS  CYPERMETHRIN 15 ML PER LITER WATER
Farmer asked fungus in root control information,EC
TELL ME WEATHER INFORMATION OF BARAN,RAINFALL 50 MM NEXT FIVE DAYS OF BARAN
ASKED INFORMATION ABOUT GROUNDNUT VARIETIES,GROUNDNUT VARIETIES-SB-11
TELL ME WEATHE REPORT IN JODHPUR,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDLY SKY
LEAF CATERPILLER IN GROUNDNUT,SPRAY TRIZOPHOS  15 MLLITOF WATER
Herbicides,imizithayper
FERTILIZER,MICROLLA  50KG ACRE GYPSUM
ASKING ABOUT PREVENTIVE MEASURES OF STEM ROT OF GROUND NUT,RECOMMENDED FOR SPRAY PSEUDOMONAS FLUORESCENS  5 GM TRICHODARMA VIRIDE 5 GM 1LIT OF WATER
Aphids attack in groundnut,Spray of neem oil 03 4mlliter of water
Jewel beetle in groundnut,recommended for the spray of chlorpyriphos at the rate of 1 ml in 1 litre of water
Asked for the yellowish leaf of groungnut,Apply the hirakashi powder with lemon powder by dissolving in 10L of water
Wilt MarDrenching,Blue Copper 40 gm humic acid 30 mlCopper Oxichloride-syngenta
how to improve seed size in groundnut,spray  potassium sulphate  10 gramlitre of water  to improve grain filling
Asking about Suitable agriculture crops in December month,:         :
asked about variety,Variety-SB-11 Phule pragati TAG-24
ASKING ABOUT ROOT GRUB MANAGEMENT IN GROUNDNUT,ROOT GRUB MANAGEMENT IN GROUNDNUTSUGGESTED TO APPLY PHORATE 10 G  5-8 KG PER ACRE
farmer asked about seed treatment against root grub in groundnut,recommended to mix imidacloprid  2 ml in 4 ml water and apply to the seeds
Farmer asked seed treatment of white grub control in Groundnut,WDG -       SLFS  mili       WG
Ask about sucking pests problem in groundnut crop,EC 30
NUTRIENT MANAGEMENT,RECOMMENDED TO SPRAY AGROMIN MAX 3 GR1 LITRE OF WATER
TELL ME WHITE GRUB CONTROL IN GROUNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Farmer asked query on Weather,sawai madhopur   bonli                      36    27     8
water management in ground nut,45 days to 90 days are very critical stage for water management
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED FOR SPRAY GRADE-3  2 MLLIT OF WATER AT 25 DAS
FERTILIZER DOSE,8 KG UREA 16 KG PHOSPHOUROUS 16 KG POTTASIUM
ASKING ABOUT CONTROL OF FLOWER DROP IN GROUNDNUT,SPRAY N-TRIACONTANOL  1 ML  3 LIT OF WATERA
Asked about increase pod filling in groundnut,:         :         2   200
Farmer wants to know the depth of irrigation in groundnut crop,4           15  20
asking about rainfall for next day,i have suggest the information for raifall for next day
FARMER ASKED QUERY ABOUT KINGOZYMME GRANULES DETAILS IN GROUNDNUT,Kingzymme - GranulesContains 16 vital plant growth promoting amino acids coated on high quality bentonite granulesStimulates protein synthesis and induces flowering and fruitingImproves the size quantity quality and colour of the produceImparts resistance against adverse climatic conditions DOSAGE: 8kg per acre along with basal fertilizers or at the time of top dressing RECOMMENDED CROPS:For all crops like Paddy Cotton Chilli Oilseeds Vegetables and Horticultural Fruit crops
peanut bud necrosis,recomended to spray pipronil 2milliliteracre
Farmer needs information regarding seed  rate of groundnut,-     100          80
ROOT ROT MANAGEMENT IN GROUNDNUT,RECOMMENDED  TO DRENCH COPPER OXYCHLORIDE  3 GRAMS  1 LITRE OF WATER
Farmer asked  Fertilizer dose information of Groundnut crop,-      :::
White grub insect in groundnut,Apply of Carbofuran 3 GR 8-10kgacre
variety of til,variety of til- akt-64 akt-101 tapi
Ask about blank pod problem in groundnut crop,100
ground nut root rot,drench copper oxi chloride 3gliter
Groundnut top dressing fertilizer management,recommended for Apply borax 4 kg  ac
Farmer asked query on Weather,:     :           32     23     9
Information about rot control in Groundnut crops,50 WP 400
GROUNDNUT LEAF SPOT MANAGEMENT,RECOMMENDED TO SPRAY mancozeb  carbendazim  2GR LT WATER
groundnut fertilizers information,not use fertilizers
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,005  10
TELL ME ROOT ROT DISEASE CONTROL IN GROUNDNUT,BAVASTING 250GRAMBIGHA
TELL ME TERMITE CONTROL IN GROUNDNUT,TERMITE CONTROL IN GROUNDNUT CHOLOROPYRIFOS 20 EC 1 LITRE PER BIGHA WITH IRRIGATION
FARMER ASKED ABOUT VARIETY OF GROUNDNUT,VARIETY OF GROUNDNUT SB-XI TAG-24 TG-26
--TELL ME ABOUT WHITE GARB CONTROL IN GROUNDNUT,25  4
Asked about remains of DAP solution used for black gram crop Can it be used for groundnut crop,:            :
Farmer asked Larvae control information of groundnut crop,40
ground nut   chemicals,not recommoneded
FARMER ASKING ABOUT VARIETY OF  GROUNDNUT,VARIETY OF  GROUNDNUT : PHULE UNNATI
tell me about disease and pest control in,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
MOONPHALI KE PHODE SUKH RHE HAI,CARBANDAZIM 1 GRAM LITER OF WATER
leaf blight in ground nut,recomanded mancozeb 500gramacre
growth of groundnut,spray multicake 75gram in 1ltr water
Asking about aphids in ground nut,Recommended for spray Fipronil 2 ml teepol 1 ml litre of water
yellowing of groundnut leaves,kocide 20 gm15 ltr water
Moong fali ki fasal me ukatha ke niyantran ke lie kya kare,Carbendazim 50 WP  2
Asked about management of leaf miner and tobacco caterpillar in groundnut,:          :  2  1
Asking about suitable varieties for groundnut purattasipattam,Recommended for TMV 7 VRI 2 VRIGn 6TMVGn 13
Asking about Late leaf spot management in groundnut,:         :  2
ask about cotton root rot,i suggest spray blue copper 40 gm  pump
ASKING ABOUT FERTILIZER DOSE OF GROUNDNUT,APPLY SSP 1BAGGYPSUM 1BAGACRE
ground nut sucking pest,RECOMMENDED TO SPRAY CHLOFENPYRPHOS  INTRAPRID LEPIDO 300 ML PER ACRE
Ask about larvae control information,Suggested: Quinalphos 25 EC 30 mlpump spray
kisaan suvidha Asked for SMS activation,kisan suvidha app  activation Process Is Successfully Completed on your number
Ask about larvae control information Hairy Caterpillar in groundnut,EC 15
Asked about Prevent root rot in Groundnut Liquid Trichoderma viride using procedure,:        :    1     25            1
seed info,taj-26tg-24
give the information about weather,today cloudy weather and possibility of light rainfall
stem rot in groundnut,RECOMENDED DOSE OF SAAF 2GM1LIT WATER SPRAY
FARMER ASKED ABOUT VARIETIES OF  GROUNDNUT,-- -   -  -    --     ------  -- -
TELL ME FERTILIZER IN GT NUT,SPRAY OF MICRONUTRENT 4 GM  LT WATER
WEED MANAGEMENT IN SOYABEAN,Spray Pursuit Imazethapyr 20 ml10 liter of water
mungfali me paidawar badhaane ke liye kya kare,micro nutrient amino acid ka 8-10 kg kaprati ekad khurpi ki sahayata se prayog kare
GROUNDNUT WEED MANAGEMENT,RECOMMENDED TO SPRAY PENDIMETHALIN  1 - 125 LITREACRE
LARVAL PEST IN GROUNDUT,QUINALPHOS 30 ML  PUMP
ask about groundnut variety,I suggest GG- 25720
Asked about nutrient management  in  GROUND NUT,::
ASKING ABOUT WEED MANAGEMENT IN GROUNDNUT PLANT,QUIZALOFOP-P-ETHYL 5  EC               -        Imazethapyr 10 SL               -
ask for groundnut sowing time,suggest:sowing time is june-july
gram podborer management,recommended to spray neem oil 5ml1 liter of water
pest,monocrotophos 15mllit
Asking about Weed management for groundnut crop,:     :  1  200     3
Ask about groundnut information,90   15
Information about of plant protection of Ground nut crop,10
Asking about Bihar hairy caterpillar in ground nut,:     :  2
leaf folder,spray chloropyriphos 2mllit of water neem oil 3mllit
FARMER ASKED QUERY ON ROOT GRUB  MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY CARBOFURAN 3G GRANULES 8-10 KGACRE
soil testing,collect soil sample and go to krishi upaj mandi or contact RAEO
asking about groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg  ac
Red Spider mites in groundnut,recommended for Spray dicofol 2mllit  of water
ASKED ABOUT IRRIGATION FIST OF GROUNDNUT,--      20  25
Farmer asked query on Weather,2
PREVENTION FROM WILTING,SPRAY COPPER OXYCHLORIDE 2GMPLANTOMYCINE 1GMLIT WATER
Farmer asked  Fertilizer dose information of Groundnut crop,---
groundnut weedicide,groundnut weedicide - pendemethylene 70 mili 10 liter water
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,SPRAY   HUMIC ACID   2 GM OR 2 ML  LIT OF WATER
TELL ME SEED TRITMENT IN,BAVISTEN  2GM KG SEED CHLOROPYRIPHOS  20 EC  4 ML
SEED TEATMENT OF GROUNDNUT,USE CLOROPAYRIPHOS 8 MLKG SEED
Ask about weed management in ground nut 75 days,no need to control weed after 75 days
Information regarding sowing time of pea nuts,Sowing time of pea nuts  is 15 june to 10 july
farmer asked query on dosage of gypsum,-  200                45
seed info,tg-26sb-11
ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT,FERTILIZER DOSE FOR GROUNDNUT APPLY SINGLE SUPER PHOSPHATE 1 BAGACER
ASKED ABOUT TO DISEASE CONTROL IN  GROUNDNUT,75     2
VERIETIES,GROUNDNUT VERIETIES- TAG 24 SB 11 FULE PRAGATI FULE UMAP
APHIDS OF GROUNDNUT,17  30
TELL ME ABOUT NUTRIENT MANAGEMENT,80    2
FARMER ASKED QUERY ON WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY IMAZITAPYR  IMAZAMAXODISSI-40 GRAMS200 LITRES OF WATERACRE
STEM ROT IN GROUND NUT,RECOMMENDED TO SPRAY SAAF 2 GM PER LITRE WATER
FARMER ASKED AB0UT FERTILIZER SPRAY ON GROUNDNUT,-
Asked about insecticides in groundnut,15      -           WP
Ask about larvae control informationin groundnut,ZC 6-8
asked about water management in groundnut,:      :
Asking about Stem rot in groundnut,Recommended for soil apply Trichoderma viride 1kg  FYM 20kg  ac
Ask about yellowing leaves in groundnut  crop,150     15
root rot   and sucking pest,blitox 3 grltwater   and  traizophos 2 mlltwater
asking about sowing season for groundnut,recommended sowing season for groundnut june-july
LEAF YELLOWING AND CURLING DUE TO SUCKING PEST,SPRAY ROGER DIMETHOATE 2ML PER 1LTR OF WATER
ask about yellowish leaves in ground nut,I suggested to spray 100 gm heerakasi  10 limbuna ful for  yellowish leaves in ground nut
top dressing fertiliser management in groundnut,apply 150 kg Gypsum per acre
Late leaf spot in groundnut,recommended for the spray Mancozeb  2gmlit of water
LEAF ROLLER ATTACK IN GROUNDNUT,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
tell me about tremid control in  ground nut,CLOROPIROPHOSE 20 EC 1 LITER PAR BIGHA USE
information reagrding to sowing time  in moongfali,information reagrding to sowing time  in moongfali- june second week
tobacco caterpillar in groundnut,Recommended for spray chlorpyrifos 2ml  lit
Ask about Sowing Time And Varieties of summer Groundnut crop,-  --  --  :-  :- -  -  -3233  :-  -  -  -   ----
Asking about Alterneria leaf disease in groundnut,:      : :        5
FARMER ASKED QUERY ON BORERCATERPILLAR CONTROL INGROUNDNUT,90    150
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT  3-4  DAYS
Farmer asked query on Weather,2                  33      7     8
groundnut tobacco cut worm,recommended for spray profenofos 2ml  litre of water
Early leaf spot in groundnut,Recommended for spray Chlorothalonil 2 g lit of water
asking about groundnut TNAU foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 litre of water
helicoverpa control,quinolphos400mlacre
weed management in ground nut,spray emizathyper 100 mlhaikteyr
powdery mildew in groundnut,spray mancozeb 2 g  lit of water
FERTILIZER APPLICATION IN GROUNDNUT,APPLY 8 KG NITROGEN16 KG PHOSPHORUS16 KG POTASHACRE AS BASAL
Termite infestation in groundnut,RECOMENDED DOSE OF CHROLOROPYRIPHOS DUST 10KG1ACRE
FARMER ASKED QUERY ON DOSAGE OF CASTER SEED POWDER,RECOMMENDED TO APPLY CASTER SEED POWDER 15 KG ACRE
GROUNDNUT ROOT ROT MANAGEMENT,ADVISED TO SPRAY TEBUCONAZOLE  TRIFLOXYSTROBIN  160 GRAMS PER ACRE
Asking about weeds and water management in groundnut,:   :
Top dressing fertilizer application of Groundnut,recommended for apply Borax 5kg  Neem cake 10kgacre
ask about white grub in cotton,I suggested to give chloropriphos 4 lit ha with irrigation  white grub in cotton
WEED MANAGEMENT IN GROUNDNUT,WEED MANAGEMENT IN GROUNDNUT - SPRAY TARGASUPER 2 ML PER LITRE WATER
attack of caterpillar on groundnut,spray chloropyriphos 30 ml  15 litter of water for controlling caterpillar on groundnut
Asked about Early leaf spot management for Groundnut,:        :         2
Good variety of okra,Good variety of okra- prabhani kranti arka abhay arka anamika bersa                         upharPunjab-7 okra-4
Asking about Leaf caterpillar management in Groundnut,:      :   8   10
Farmer asked fungus control information in,WDG
plant protection,spray pendimethalin 2mll
ground nut fertilizer management,recommended to apply gypsum 20kg acre RECOMMENDED TO SPRAY MONOCROTOPHOS 400 ML ACRE
ask for gnut pest,suggest imidachloprid 5mlpump
ROOT GRUB MANAGEMENT IN GROUNDNUT,ROOT GRUB MANAGEMENT IN GROUNDNUTRECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML1 LITRE  OF WATER
regarding CMS dosage in ground nut,25 kg CMS per acer
FARMER ASKING ABOUT ATTACK OF WHITE GRUB IN GNUT,30  15
RUST CONTROL ON  GROUNDNUT CROP,YOU CAN SPRAY REDOMIL GOLD 30 GRAM PAMP WATER USE FOR RUST CONTROL ON  GROUNDNUT CROP
Farmer wants to know information about how to control sucking pest in pea nut crop,5  sc  25 ml
Farmer asked Varieties information of Groundnut crop,-           -
ROOT ROT IN GROUNDNUT,ROOT ROT IN GROUNDNUT-SPRAY COPPER OXY CHLORIDE 3GM WITH STREPTOCYCLIN 15GM IN 1LITRE OF WATER
Farmer asked query on Weather,:              :            -                  - 32C   -  23C      8
WEED CONTROL IN GROUDNUT,RECOMMENDED TO SPRAY TARGASUPER 2ML1 LITER OF WATER
sowing period of ground nut,sowing period of ground nut-second week of January to first week of february
asked about available of Groundnut rich,:         :
FERTILIZER DOSE FOR  GROUND NUT,30DAYS: 9KG UREA
TELL ME ABOUT PEST CONTROL IN GROUNDNUT,SPRAY OF FIPROLIN 5  2 LITER PER HA
TELL ME SUCKING PEST CONTROL IN,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
ASKING ABOUT APPLY PHORATE 10 G OF GROUNDNUT,SPRAY   PHORATE 10 G  10KG   HECTARE
tikka leaf spot in groundnut,recommended to spray azaxystrobin Amistar  150 ml per acre
Farmer need information regarding weed management in soybean crop,for narrow leaf weeds and emejhathayper 300 ml per Acer for broad leaf weeds
APHIDS OF GROUNDNUT,TRIAZOPHAS 2ML PER LITER OF WATER
Ask about groundnut information,EC
farmer asked query on varieties of groundnut,-  6   9
WEEDISIDE -,USE SPARY IMAZITYAPUR
spacing,30 cm  10 cm
TELL ME CONTROL WHIET GRUB OF GROUNDNUT,USE-CALOROPAIRIPOS 4 LITTERHAC
Ask about fertilizer dose in groundnut  crop,00-00-
TELL ME WEATHER INFORMATION JAISELMER DIST,NO RAINFALL NEXT FIVE DAYS
aphid in ground nut,RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITERS OF WATER ACRE
TELL ME GYMPSUM DOSE,USE-GYMSUM 300KG PER HECTARE
FARMER SKED ABOUT FUNGAL ATTACK ON GROUNDNUT,-   :-               Blue Copper
varities,varities - sb-11  tag-24  kopargaon - 1
Powdery Mildew Attack,Spray Tilt 30gm15 Lit of Water
catterpiler,Spray fame 5ml15 Lit of Water
GREEN CATER PILLAR IN GROUNDNUT,SPRAY OF MONOCROTOPHOS 36 SL 25 ML PER LITER WATER
TELL ME ABOUT INSECT CONTROL IN  GROUNDNUT,1   3
MONGPHALI ME KIRE PATI KHARE HAI,CLOROPHORIPHOPS 5 ML LITER OF WATER
rat control,zinc phospide  oil
ASKED ABOUT TO BACTERIAL BLIGHT DISEASE IN GROUNDNUT CROP,12   63    2
Farmer asked query on Weather,:   -     : :             35  C    25 C     6
