QueryText,KccAns
PL TELL ME YELOWING IN GROUNNDUT CROP,USE-FERAS-SALFETH 5GRAMLITERWATER BY SPRAY
root problem of groundnut,DRENCHING OF TRAICODARMA 25 KG WETH FYM 72 KG PER HE
LEAF SPOT IN GROUNDNUT,RECOMMENDED TO SPRAY SULPHUR 4GM LIT WATER FOR CONTROL OF LEAF SPOT IN GROUNDNUT
Groundnut planting time,15   15
TIKKA DISEASE,TIKKA DISEASE : SPRAY MANCOZEB 75 WP 4 GM PER LITRE OF WATER
ask about ground nut larva,i suggest spray monocrotophos 30 gm  pump
varity of paddy,pusa basamati
ground nut fertilizer management,recommended to apply urea 30 kg  gypsum 200 kg acre
ASKED ABOUT TO WEED CONTROL IN  GROUNDNUT,30     25
weedicidein groundnut,RECOMMENDED TO SPRAY IMAZITAPYR PURSUIT  400 ML PER ACRE
Asking about Groundnut foliar spray application,:       :  TNAU    2    200
PLANT PROTECTION IN GROUND NUT,MANCOZEB  2ML PER LITER
varieties of ground nut,varieties of ground nut - TAG - 24  SB - 11
Farmer asked about sucking pest attack on groundnut,15
Ask about fungus problem in Rootof groundnut crop,50     250            WP
fertilizer management for groundnut,apply gypsum 150 kg  acre on 40 th day
Farmer asked leaf spot  control information of groundnut crop,EC 35-
Asking about leaf spot in Ground nut,Recommended for spray Carbendasim 2 gram litre of water
Wilt disease in groundnut,Hexaconazole 5 EC  400 mlAcre spary kre
GROUNDNUT CATERPILLERCONTROL,CHLORIPYRIPHOS 500 MLAcre
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,50   1   10
asked about weather information,Partly cloudy no chances of rain
Farmer asked query on Weather,27            10
top dressing for ground nut,apply gypsum 80kgac 40th days after sowing
Asking about groundnut top dressing fertilizers,:   :  - 75    - 4
Farmer asked organic Fungus control in Groundnut crop,-
moong fhali mein weed control,nirai gudai karein
drenching blue coper25gmlit,drenching blue coper25gmlit
Aphids in ground nut,Recommended  to spray methyl demeton 25ec  2 ml per 1 liter of water to control Aphids in ground nut
information regarding for control of thrips and jassids in sarson,spray of alica 80 ml in 120 litre of wateracre
Asking about Tobacco caterpillar management in groundnut,:       : 10      4
fertilizer,05234microlla
LEAF CURLING IN GROUNDNUT,SPRAY QUINOLPOS  400 ML  ACRE
asking about weather details,Today No Rain Fall
Weather Condition,Overcast and light rainPrecip chance: 85Humidity: 88
whitegrab control,give cloropayriphos 25 litha
Capsule borer in Sesame,Recommended for spray profenophos 2 ml litre of water
SUCKING PESTS IN GROUNDNUT,SPRAY IMIDACLOPRID 1 ML IN 3 LITRE IN WATER FOR SUCKING PESTS IN GROUNDNUT
Asking about leaf spot in groundnut,:      :  2
Farmer asked fertilizer dose in gnut,10  12
Ask about PGR AND PGP gnut   Information,004 wW  -
--Information regarding varities of groundnut,:  -4    -4     -1
Asking about Sucking pest and Leaf spot management in groundnut,Recommended for spray Dimethoate 2 ml  Carbendazim 2 gram litre of water
fertilizer uses,Recommeded to apply DAP Sulphur and Potash as basal
PROBLEM OF YELLWOING IN   GROUNDNUT CROP,USE--FERAS-SLFETH  5GRAM LITERWATER BY SPRAY
TELL ME CONTROL BLACK ROOT ROT IN GROUNDNUT,USE TEBUCONAZOLE 1 LITER PER HA WITH IRRIGATION
TELL ME SOLOUR SUBSIDY IN GENRAL,60SUBSIDY IN SOLOUR
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUNDNUT,375     35
Attac  of Catterpilar,Sprey Profex Super 30 ml  15 lit of water
ASKED ABOUT TO DISEASE CONTROL IN  GROUNDNUT,75    2
ROOT ROT IN GROUNDNUT,RECOMMEND FOR GINEB 78 PERCENT 600 GM ACRE IN GROUNDNUT
How to control of fungal attack in groundnut crop,Use copper oxy chloride 45 grampump
GROUNDNUT LEAF FOLDER MANAGEMENT,GROUNDNUT LEAF FOLDER MANAGEMENTRECOMENDED TO SPRAY MONOCROTOPOS1 6 MLL OF WATER
ask for basal fertilizer information,suggest:give DAP and MOP as a basal fertilizer
tikka attack on groundnut,Blue copper -40 gm 15 lit water
Farmer asked about wilt control in pea nut crop,15
Farmer asked query on Weather,5                        30    24
moongfali me pani bharne se pili ho rahi hai kya kare,urea ke sath zinc ka prayog kare
LATH IN GNUT,REJENT 2KGBIGHA
Farmer asked about water management in groundnut,-                          -                         -
LEAF BLIGHT IN GROUNDNUT,RECOMMENDED SPRAY METALAXYL-MANCOZEBRIDOMIL 25GMLTR WATER FOR LEAF BLIGHT IN GROUNDNUT
STEM ROT IN GROUND NUT,RECOMMENDED FOR 30 gr COPPOR OXY CHLORIDE AND 1 gr STREPTOCYCLIN  IN 10 ltr of WATER
Groundnut Tobacco caterpillar,Recommended for spray profenophos 2 ml  lit of water
ground nut richi detail,ground nut richi 2 kg  200 litre of waterac
ATTACK OF SUCKING PEST OF GROUNDNUT,-             30         WP
ROOT ROT IN GROUNDNUT,SPRAY SAAF 2GM WITH PLANTOMYSIN 1GM IN 1 LTR OF WATER
tell me about cron rot in groundnut,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
asking about Leaf caterpillar management in groundnut,Recommended for spray CartapHydrochloride 50  SP 15 ml  litre of water
GROUNDNUT MICRO NUTRIENT DEFICIENCY,RECOMMENDED TO SPRAY FORMULA-4 1 KG  ACRE IN 200 LITRE WATER
Asking about gnut irrigation,Suggest to give after loss of moisture moisture from soil
Ask about seed treatments of Termite of groundnut crop,EC
Farmer asked weed control in Groundnut crop,--      30 EC          -  -
ask for gnut wilt control,I suggested to drenching coc 40 gmpump
aphid problem in groundnut,kisan bhai mungfali me mahu ke liye imidaclorprid 178  SL 05 mlliter pani me  spray kare
Asked about plant protection in  ground nut,Recommended to spray dimethoate  2ml per lit of water
Asked about Nutrient management in Groundnut,Suggested to apply Gypsum  150 kg per acre
Attack mily bug,Decis -4 ml15 liter water
Fertilizer use in Groundnut,Recommended to apply Gypsum  100kg per acre after 25 days of planting in groundnut field
Asked about plant protection in GROUNDNUT,Suggested to spray Quinolphos 2mlltr of water
asking about Groundnut spacing information,:       :   30   10
groundnut thrips,tryzophos  20  ml per pump and to spray
Farmer asked query on Weather,-
varieties of groundnut,-- -
GROUNDNUT STEM ROT,RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  LIT OF WATER
plant protection,phosalone 2ml per liter of water
ASKING ABOUT SOWING TIME OF GROUNDNUT,SOWING FROM 20 JUNE - 1ST WEEK OF JULY
CALOR ROOT IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG COW DUNG
Farmer asked query on Weather,:   -     : :            36  C    26 C     8
ground nut leaf eating caterpillar management,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
want to know about weather report information,cloudy Weather rain and drizzles in the date of july 5 to july 11
Weather forcast for groundnut crop,Kisan Bhai apke kshetra me 04 july se 07 july tak halki barish ki sambhavna hai
APHID PEST IN GROUNDNUT,RECOMMENDED TO SPRAY DIMETHOATE  ROGOR 2ML LIT WATER FOR CONTROL OF APHID PEST IN  GROUNDNUT
ASKING ABOUT GROUND NUT SPRYING,PLANTING MATERIAL
Information regarding varieties of Groundnut,Information regarding varieties of Groundnut mh-4punjab moonfali -1
groundnut top dreesing management,recommended for apply urea 25kgpottash 10kgacr
TELL ME VAREITY OF GROUNDNUT,SPRAY OF  FIPRONIL 5 SC 2 LITER PER HA
groundnut seed treatment,:-
VARIETY OF GROUNDNUT,VARIETY OF GROUNDNUT- TAG-24 SB-11PHULE PRAGATI
FARMER ASKED QUERY ON WEED MANAGEMENT IN GROUND NUT AT 45DAYS,NOT RECOMMENDED
Ground nut verities,Explained
ASKING ABOUT VARIETIES IN GROUNDNUT,RECOMMENDED FOR VARIETIES -SOMNATH JL-24MH-2
Farmer want to know how to control sucking pest of groudnut crop,Recommended for spray Fipronil 5   30 ml per 15 litter water
plant protection,imidachloprid 03mll of waterquinolphos 2mll of water
Farmer Asked sucking pests control information of GROUNDNUT,ZC 8
ask about wilt in gnut,Blue copper 40 gmpump AND DRENCHING
TELL ME PEST CONTROL OF GROUNDNUT,25  05
groundnut  root knot nematode,Recommended for groundnut root knot nematode Apply carbofuran 5kg  sand 20 kgac
GROUND NUT LEAF EATING CATER PILLAR MANAGEMENT,RECOMMENDED TO SPRAY SPINOSAD 75 ML200 LITRES OF WATER  ACRE
TELL ME INSECT CONTROL IN GROUNDNUT,USE IMIDACHLOPRIED 178 SL 1 LITTERHAC WITH IRRIGATION
ask about fertilizer dose in groundnut crop,- ---        20-25
momfali me kherpatwar hi,nirai gudai karein
Asked about Stem rot Management for Groundnut,:        :    Nativo
Basal fertilizer management for groundnut,apply DAP 5Okg  gypsum 75 kg ac
Ask about sucking pests problem in crop,Suggested: Imidacloprid 305  sl 4 mlpump  spray
Tobacco caterpillar in groundnut,Recommended for spray Chlorpyriphos  2 ml  litof water
ASKING ABOUT VARITIES OF GROUNDNUT,GROUNDNUT PHULE PRAGATIKOPARGAON
about management of the ground nut leaf folder,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
Weather information,There is a possibility of heavy rain in your area this week till 1 august
Ask about seed treatments of white grub of groundnut crop,EC
control of blight attack,spraying of ridomil gold and after that use isabion
USE CHLOROTHELONIL 25 GM PER KG SEED,JATAYU 25
Farmers query about yield of groundnut,Information provided by kcc   yield of groundnut  15 - 20 quintal per hectare
GROUNDNUT SB-12 VARIETIES DETAILS,--  - - --      -    -
plant protection,chloropyriphos 2ml per liter of water
Farmer asked fungus control information,WP
tell me jerra rate jodpur mandi,13250 rsqu
asking about sowing season for groundnut,:         :  -    -
ASKING ABOUT THE WEED MANAGEMENT OF GROUNDNUT,APPLY  QUIZALOFOP-P-ETHYL 5  EC   135 ML   BIGHA
Farmer asked query on Weather,:   -      : :             29  C    24  C     8
Fertilizer for groundnut,Already applied  advise to wait few more days
asking about groundnut leaf caterpillar management,recommended for spray chlorpyriphos - 2 ml lit of water
WHITE GURB IN GROUNDNUT,QUIENALPHOS 25  EC 4   LITTER  HACTER WATER SPRAY
fertdose in gnut,fertdose in gnut - apply urea 25 kg  bensalf 20 kg  acre
CATERPILLAR,SPRAY CHLOROPYRIPHOS 2MLLITRE
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,- -  -      -    -  -  -     -         -  -
asking about cut worm control in groundnut,Recommended for Spray chlorpyriphos 2 ml litre of water
groundnut fertilizer,apply DAP 30 kg potash 35 kg  ac in basal
varieties of papaya,varieties of papaya -taivan 786pusa delicious soloco-2co-7
Damaging symptomsControl measuresAphidsDue to sucking the sap curling of leaves and development of sooty mold,Spray Dimethoate 30 EC  17 mllit water
Ask about nutrient management,all information provided - thanks for calling in kisan call centre
Groundnut leaf miner,recommended for the spray Dimethiate  2mllit of water
Information about to weed control of ground nut,--
larval infection,RECOMMENDED TO SPRAY NOVALURAN REMAN NOVA SICISSORS  400 ML PER ACRE
gram pod borer in groundnut,recommended for spray imidachlopride 5ml10 lit of water
ask for white grub control information,suggest:chloropyriphose 25 mlpump
FARMER ASKED ABOUT TO SEED REEATMENT IN GROUNDNUT,20  4   2
Farmer asked weed control in crop,- 5 EC   -
NUTRIENT MANAGEMENT,RECOMMENDED TO SPRAY AGROMIN MAX 3 GRAMS1 LITRE OF WATER
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,50 1
Asked about nutrient management for groundnut,:       :     20
Preventive spray in Groundnut,Weather forecast in Anugul district at Banarpal block-  There is possibility of very light to moderate rainfall for next three days and sky will remain partly cloudy Tomorrows expected maximum temperature is 26C and minimum temperature of 16C and wind speed is likely to run at 5 kmh advised to keep the harvested paddy in a safe place as per the weather forecast
TELL ME FERTILIZER IN GT NUT,SPRAY IN SAPLPHUR 2 GM  LT WATER
TELL ME YELLOWING IN GROUNDNUT,SPRAY FERAS SULPHATE 5GM ZINC 5KG DAIMETHIOD 2ML PER LITWATER
Insect problem in groundnut,78 august ko barish ki sambhawana hai
TELL ME ABOUT DISEASE CONTROL IN GRAOUNDNUT,1
mungafali pili pad rahi hai,apne mungfali me 35 kg urea  acre perayog kare
TELL ME NUTRENT IN GROUNDNUT,3
aphids in groundnut,recommended for the spray Imidacloprid 2mllit of water
Asked about plant protection in groundnut,emamectin benzoate 05gl
Weed management in groundnut,Recommended to spray  Imazethapyr 10 SL 2mllit water
fertilizer dose,urea 1 bagacre
Ask about Plant Growth Retardant Information,SL       Lihocin BASF Layer Willowood
mango me plant,fym 20 kilo acre
Information regarding weather in sirsa,Information regarding weather in sirsaSome clouds and no chance of rain fall today
TELL ME TIKKA DISEASE CONTROL IN GROUNDNUT,SPRAY OF CARBENDAZIM 250 GM PAR BIGHA
TELL ME TERMITS CONTROL IN GROUNDNUT,CLOROPIRIFOSH 20EC 1LITER BIGHA
Asked about fertilizer application for groundnut,:       :      10
ATTACK OF THRIPS AND  JASSID,Spray Actra 5 gm15 Liter of Water Thiomithoxom 25-Syngenta
Groundnut-jassids,Monocrotophos 10ml10lit
leaf spot in groundnut,Recommended for spray mancozeb 2gmlit of water
TELL ME ABOUT USE OF FERTILIZER,ABOUT USE OF FERTILIZER ZYPSUM 250KGHAC
TELL CONTROL OF INSECT IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
gnut,g nut monocrotophos
FLOWER DROP OF GROUNDNUT,FLOWER DROP OF GROUNDNUT - Spray Plano fix 5ml15 Lit of Water
GROUND NUT WEED MANAGEMENT,RECOMMENDED TO SPRAY ALACHLOR 1 LITRE PER ACRE
asking about  groundnut sucking pest,recommended for spray neem oil -3 ml  teepol  1 ml  lit of water
ASK ABOUT WEED MANAGEMENT,I SUGGESTED TURGA SUPER 30 MLPUMP
Ask about fungus problem in peanut  crop,WP -
enriched FYM for ground nut,recommended for apply 1 kg MN mixture for every 10 kg FYM
GROUNDNUT TOBACCO CATERPILLAR MANAGEMENT,RECOMMENDED TO SPRAY FLUBENDIAMIDE  40 ML 200 LITRES OF WATER  ACRE
ground nut seed treatment kee jankaree de,captan 2 gmkg seed treat kre
Ask about white fly control information,SP
Asked about Water management for Groundnut herbicide spraying time,:     :
Borer in Groundnut,Recommended to spray Emamectin benzoate 5SG  6gm with 15 liter of water for control of Borer in Groundnut
FARMER ASKED ABOUT SEED TREATMENT IN GROUNDNUT,SUGGESTED  TO TREAT MANCOZEB 3G  AND TRICHODERMA 10G PER KG SEED AND IMIDACHLOPRID 4ML PER KG SEED
ASKED ABOUT TO DISEASE CONTROL IN  groundnut,--     50  250
ASKED ABOUT TO SEED TREATMENT IN GROUNDNUT AND BAJRA,30 FS 05
Farmer want to know information about growthincrease in graundnut crop,-
TELL ME CONTROL OF TERMITE IN GROUNDNUD,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
ground mut,thanks
TELL ME SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT JUNE-JULY
Weather information,No possibility of rain in next 6 days
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT CROP,--        50   250
9712107721,Suggested: All information provided - Thanks for calling in kisaan call center
Bunchy top banana virus,Spray imidaclopride 2 mllit
FERTILIZERS,DAP
Moongfali ki jad kali pad rahi hai kya kare,Carbendazim 12 Mancozeb 63 WP  2
NUTRIENT MANAGEMENT,NUTRIENT MANAGEMENT : RECOMMENDED TO APPLY 10 KGS UREA PER ACRE
Asking about Leaf Minor control management in Groundnut,:       :   2    1
Asking about time of sowing for groundnut,Its Baisak-joisto month
attack pest,Spray Actra 5 gm  15 Lit of Water
which fertilizer apply groundnut crop,you can apply 2 bag ssp 25 kg ureamop 30 kg acre use for groundnut crop
Farmer asked weed control in Groundnut crop,80    -            -- 9  EC    -     -
GROWTH IN GROUND NUT,RECOMENDED FOR AGROMIN MAX 5GRAMSlt WATER
asking about groundnut basal fertilizer management,Recommended for apply DAP 50kg  acre
ASKING FOR GROUNDNUT APHIDS,RECOMMENDED:- Spray Dimethoate 30 EC  17 mllit water
Leaf roller control in groundnut,recommended for spray dimethoate 2mlteepol 1mllit of water
Farmer  wants to know information about How to control of fungal attack in groundnut crop,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water
GROUNDNUT  FERTILIZER MANAGEMENT,RECOMMENDED TO APPLY ZIPSUM  200KG  ACRE
TELL ME ABOUT LEAF SPOT CONTROL IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
aphid in groundnut,Go for rogor 2mllitr
TELL ME ABOUT BLACK ROOT  CONTROL IN GROUNDNUT CROP,--
Farmer asked about fertilizer dose in groundnut,-   100
Farmer asked query on Weather,Weather forecast of Jajpur district of Bari block- there is possibility of no  rainfall for  next 5 days and  partly cloudy weather  will remain in these days
TELL ME VARITIES OF GROUNDNUT,VARITIES OF GROUNDNUT-GG-20M-13
asking weediside in groundnut,spray parshuit 20 ml 15 liter of water
FERTILIZER FOR  GROUND NUT,SSP 150 KILO  POTASH 50 KILO EKAR
ground nut tobacco caterpillar leaf damage,RECOMMENDED TO SPRAY FLUBENDAMIDE 40-50 ML PER ACRE
ask about weedicide,- 5 EC  - - -
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
Asking about Suitable black gram varieties in Chithiraipattam,:       :  T 9    8   5
TELL ME PEST CONTROL OF GROUNDNUT,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY ZINC SULPHATE 2 GRAM 1 LITER OF WATER    2
Farmer asked Spotted bollworm problem in groundnut crop,50                   EC 10
GROUNDNUT LEAF EATING CATERPILLAR HELICOVERPA  MANAGEMENT,RECOMMENDED FOR SPRAY PROFINOPHOS 400 ML ACRE
for control of termite in groundnut crop,USE CARBOFURAN 3 G 25-30 KG PER HA
asked about gnut cultivation,phorate-10 kilo  singal super phosphate - 25 kilo  1 acre
peanut top dressing fertilizer,apply gypsum 60kgac
Asking about sucking pests management in groundnut crop,:      :  18 SP 50 2
VARIETIES OF MOONGPHALI,KISAN  BHAI MOONGPHALI KI PRJATI -JHUMKA AVTAR HAI
STEM ROT IN GROUNDNUT,RECOMENDED DOSE OF BENOFIT 1GM1LIT WATER SOIL DRANCHE  SPRAY
groundnut rich detail,spray ground nut rich 2 kg  200 lit of water ac
WEED MANAGEMENT IN GROUNDNUT,SPRAY TARGA SUPER 2ML1LITRE OF WATER
VARITIES OF GROUNDNUT,VARITIES ARE PRAKASHCHITRAAMBAR  UTKARSH
groundnut fertilizer management,Apply gypsum 80 kg  ac
