QueryText,KccAns
INFORMATION REGARDING FERTILIZER DOSE IN GROUNNUT,APPLY 4 KG DAP AND 2 KG MOPKANAL
heliothese in gnut,quinalphos 30 mlpump
Ask about weed management in groundnut,-  10 SL           -
Farmer asked fungus in root control information of  onion,WP
FARMER ASKED ABOUT WILT IN GROUNDNUT,30     30
ASKED ABOUT TO DISEASE CONTROL IN GROUND NUT,3   25-30
TELL ME DIDEASE CONTROL IN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
TELL ME TERMITE CONTROL IN GROUNDNUT,DRENCHING  OF FIPRONIL 5  2 LITER PER HA WITH IRRIGATION
TERMITES CONTROL IN GROUND NUT CROP,FORAT 10 G 10 KILOGRAMACRE KA BIKHRAAV KARE
ask for groundnut wilt prob,use blu copper 40 gmpump ans drenching
Farmer asked about treating peanut seeds,2
stem borer,chloropyripos 25 mlliter
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GROUND NUT,DAP 2-4 ML      28    2 ML
TELL ME  CONTROL OF WHITE GROUB IN GROUNDNUT,USE CHLOROTHELONIL 25 GM PER KG SEED TREATMENT IN GROUNDNUT
insect problem in mungphalli,application Ferterra  8-10 kilo gram prti hectare
Farmer asked query on Weather,-        -
Farmer asked Larvae Problem in groundnut crop,SC 7-8
Information about groundnut seed quantity in per hectare,80  90
Farmer asked query on Weather,-               17
ROOT ROT IN GROUND NUT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE 300 GRAMS  20 GRAMS STREPTOCYCLINACRE
Asked about Groundnut seed availability contact,:    :
kancheepuram district today weather Report,Recommended for kancheepuram district today weather Report : very Light Rain fall 01  24 mm
PRE EMEREGENCY IN GROUND NUT,RECOMMENDED TO SPRAY PENDIMETHALINSTOMP 1-125 LITREACRE
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,80  05
-ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,- 12   63    2
Farmer asked Sucking pests and Larvae problem in GROUND NUT  crop,126    95  ZC
asking about precaution of Root rot management  in groundnut,:         :   1     20
Farmer asked query on Weather,:   -     : :             34  C    26 C     6
TELL ME CONTROL OF ROOT ROT IN GROUNDNUT CROP,BAVISTIN 250GM PER BHIGAWITH IRRIGATION
gram bod borer in groundnut,spray quinaalphose 2mllit of water
ASKED ABOUT ATTACK OF THRIPS on groundnut,ATTACK OF THRIPS on groundnut-Spray Neem Solution 20 ml15 Liter of Water
ASKED ABOUT INSECTICIDE FOR SPODOPTERA DAMAGE IN GROUND NUT,RECOMMENDED TO SPRAY QUINAL PHASE 2ML1LIT WATER
Asked about Leaf blight disease management in groundnut crop,:      :  2      1
TELL ME ABOUT UERA DOSE IN GROUNDNUT CROP,10
TELL ME CONTROL BLACK ROOT ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER BHIGA
Farmer asked query on Weather,WEATHER REPORT :  THERE IS CHANCE OF  CLOUDY WEATHER  NO  SHOWERS IN YOUR AREA
Asked about plant protection in ground nut,suggested them to spray the quinalphos at the rate of 05 ml per liter of water
farmer asked query on fertilizer recommendation in ground nut,recommended to urea - 9kgs  acre  zipsum - 200 kgs  acre
asking about micronutrient deficiency in groundnut,recommended for apply micronutrient mixture 5 kgacre
STEM ROT IN GROUNDNUT,ADVISED TO SPRAY TEBUCONAZOLE ROCKSIL  60 GRAMS PER ACRE
Asking about castor cake application  uses information,:        :
Asked about groundnut termite management,recommended for apply lindane dust 20 kg  acre
ASKED ABOUT USE OF CALCIUM NITRATE,RECOMMENDED THAT CALICIUM INCREASES FRUIT QUALITY
GROUNDNUT LEAF SPOT,SPRAY MANCOZEB 2GLT OF WATER
GROUND NUT TOBACCO CATERPILLAR DAMAGE,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
ask about root wilt in coton,suggetsed mencozeb 35 gm per pump
FARMER ASKED QUERY ON WHITEFLY CONTROL IN GROUNDNUT,RECOMMENDED TO SPRAY AZADIRHACHTIN  NEEM SEED KERNAL EXTRACT   1 LITRE  200 LITRES OF WATER ACRE
Ask for the larva control,suggested qurazone 5mlpump
Farmer asked about Larvae problem in groundnut,SC -
Ask about weed management,all information provided - thanks for calling in kisan call centre
ASKED ABOUT THE WEED CONTROL,SPRAY ON ALACHLORE 1LIT
mites in cotton,ethion 15 ml  pump
Asking about Leaf miner mangment for Groundnut,:      :  15  1
Farmer asked larva problem in groundnut crop,EC
IRON DEFICIENCY IN GROUND NUT,RECOMMENDED TO ANNABEDHI 1KG AND CITRIC ACID 200GMACRE
ASKED ABOUT WEED MANAGEMENT FOR GROUND NUT,PRE EMERGENCE WEED MANAGEMENT FOR GROUND NUT - PENDIMETHALINE 3 ML  LITER WATER
FARMER ASKED ABOUT TO DISEASE CONTROL IN    groundnut,75   45   2
Farmer asked query on Weather,NO  CHANCE OF RAIN IN YOUR AREA
groundnut irrigation information,i suggest to contact gram sewak
FARMER ASKED ABOUT THE CONTROL OF DISEAE IN GROUNDNUT,50  1
ask for groudnut root rot information,suggest: drenching with 20ml hexakonajol
TERMITE CONTROL,CHLORPYRIPHOS 1 LBIGHA
FARMER ASKED ABOUT SOWING TIME OF VEGETABLE,-
fertilizer dose,give 25 kg urea
weed management in groundnut,spray targasuper 2ml per 1 ltr water
FARMER ASKED QUERY ABOUT root rot in groundnut,3
STEM ROT IN GROUND NUT,RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 3GML OF WATER FOR STEM ROT IN GROUND NUT
TELL ME ABOUT SEED REEATMENT IN GROUNDNUT,178   4 -5
cut worm control in groundnut,recommended for Spray chlorpyriphos 2 ml litre of water
Leaf feeder management in Groundnut,Recommended for spray Chlorpyriphos - 2ml  neem oil- 3ml  sticking gent-05ml1 litre of water
Ask about BT-32 groundnut variety information,-
TELL ME ABOUT THE GROUNDNUT IN WHITE GRUB,25   4
ASKED ABOUT VARIETY OF GROUNDNUT,- -  -      -    -  -  -     -
ASKED  ABOUT TO INSECT CONTROL IN GROUNDNUT,5   1    3
GROUNDNUT SEED TREATMENT,Suggested to treat the seed with ThiramCaptan  3 gkg seed before sowing
ground weed control after sowing 15-20 days,Targa super 400 ml acre
Ask about water logging information in Groundnut crop,90 1  15
green caterpillar,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
TELL ME LEAF MINER CONTROL IN GROUNDNUT,05
TELL ME INFORMATION ROOT ROT DIEASE GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
FERTILIZER DOSE IN GROUNDNUT,FERTILIZER DOSE IN GROUNDNUT- APPLY DAP 35KG POTASH 27KG PER ACRE
Farmer asked weed control in soyabean crop,--
asked about plant protection,treated seeds for 2 - 3 hours in shade and sow Before sowing in the month of June - July repeated deep ploughing At the time of sowing incorporate 5 kg Phorate 10 G to the plough furrow
Basal dose of fertilizer for Groundnut,Recommended to apply 100kg SSPGypsum  27kg MoP per acre as basal dose of fertilizer for Groundnut
For better yield in Groundnut,Recommended to spray Fantac Plus 1ml in 2litres of water at early flowering stage for better yield in Groundnut
seed rate groundnut,30-35 kilo ekari
FARMER ASKED ABOUT CONTROL OF TERMITE  ON GOUNDNUT,:-            EC
Panchakaviya application for Groundnut,Recommended for spray panchakaviya 300 ml 10 litre of water
leaf minor,dimethoate 15mllit
Asked about Rust disease management for Groundnut,:        :     2
TELL ME WEATHER INFORMATION OF CHURU,NO RAINFALL NEXT DAYS OF CHURU
Farmer wants to know information about Nano DAP fertilizer In Groundnut crop,40  50          I
Top dressing fertilizer management for groundnut,apply gypsum 150 kg ac
Infomation about Termite control in Groundnut crop,-        G
Asking about Groundnut Leaf spot management,10   5
GROUNDNUT  borer  control  management,90    150
Information regarding irrigation in 85 days old groundnut crop,90      85
Ground nut planting season thirupur,recommended for Ground nut planting season thirupur ChithiraipattamApril-May
asked about attack of fungus,attack of fungus -  drenching Redomil Gold 45 gm  15 liter water
leaf folder in gnut,chloripyriphos 25 mllt
Farmer asked query on Weather,35      7     23
TELL ME ABOUT,SPRAY  OF PROPICONAZOLE 1 ML PER LITER WATER
Farmer asked Varieties information of Ground nut crop,23
FERTILIZER DOSE OF GROUND NUT,ADVICE SOIL TEST
Farmer wants to know information about control of Leaf Eating Caterpillar in Groundnut,-       -
Attack of White Grub,Apply of thimate 4kgacre
Asking about Top dressing fertilizer and Harvest management for Groundnut,:    :
mung phalli me kida lage hai,kisan bhai cartaphydrochloride 4G 10 kilo gramacre ki dar se bikhere
Asking about Groundnut seeds available in Agriculture department,:       :
ask for gnut caterpillar control,I suggested to sprey carbaril 40 gmpump
IS IT NECESSARY TO SPRAY POTASSIUM NITRATE IN GROUNDNUT CROP AT THE TIME OF 75 DAYS,NO NEED TO SPAY POTASSIUM NITRATE IN GROUNDNUT CROP AT THE TIME OF 75 DAYS
ask for termite control information,suggest:chloropyriphose 40 mlpump and drenching
Asked about groundnut leaf feeder management,:     :   4   10    10
red leaves,mgso4 5gl
ASKED ABOUT LEAF ROLLING CATERPILLAR ON GROUNDNUT,-  30          EC
ground nut leaf foldar,RECOMMENDED TO SPRAY MONOCROTOPHOSNUVACRAN 16 MLLT WATER
TELL ME CONTROL OF WHITE GROUB IN GROUNDNUT,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
FARMER ASKING ABOUT VARIETIES OF GROUNDNUT,- -  -      -    -  -  -
FARMER ASKED QUERY ABOUT FERTILISER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO GIVE UREA-33 KG AND MOP-10 KG PER ACRE
Asking about root rot management in groundnut,:       :           1  20
Gram pod borer in Groundnut,Recommended for soil application with Thimet5 kg per acre to control Gram pod borer in Groundnut
groundnut top dressing,recommended for apply gypsum 75 kg  potash 15 kgacre
2 din ke moongphali me kharpatwar ki dawa,pendimethlin ka spray kare
growndnut growthing,RECOMMENDED TO MULTI K 1KGACRE
Ask for the wilt control in groundnut,Chlorpyriphos 30 ml  10 lit water
TELL ME GROWTH IN  GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
TELL ME ROOT ROT DISEASE CONTROL IN GROUNDNUT,HEXAKENAJOL 1 MLLITER SPRAY
ASKED ABOUT INSECT CONTROL IN  GROUNDNUT,40   4    15
WHITE GURB IN GROUNDNUT,USE CARTAF HYDROCLORIDE 4 KILO PER BIGHA
Information about nutrient management in Groundnut crop,20    10
asking about groundnut leaf caterpillar management,recommended for spray emamecktin benzoate - 4 ml 10 lit of water
Information regarding weather in palwal,Some clouds and chance of rain fall today
blight attack in groundnut,Spray Score  8 ml15 Liter of WaterDifenconyazol 25EC-Syngenta
groundnut seed treatment,recomended for couple of rain
TELL ME ABOUT WHITE GRUB CONTROL GROUNDNUT,-- 25   4
Ask about sucking pests control information in Groundnut crop,sc
fertilizer dose,first dose N:P:K 25:50 KGH
Groundnut root rot management,RECOMMENDED TO SPRAY CARBENDAZIM 200 GRAMS PER ACRE
FARMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT CROP,1      2
Asking about groundnut seed availability,:
TELL ME WHITE GRUB CONTROL IN GROUND NUT,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
planting time of groundnut,planting time of groundnut jaunuvari- ferburvari
blight Attack,Spray Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
Prevention in plant from insect,1500 ppm 5 ml
FARMER ASKED QUERY ON NEMATODE MANAGEMENT IN GROUNDNUT,RECOMMENDED  TO APPLY CARBOFURAN 3G GRANULES 8 TO 10 KG PER ACRE
growth improvement,GROWTH IMPROVEMENT-APPLY GENERAL TONIC 4MLL
Ask for increase the flower initiation in crop,Suggested: Boom Flower Nitrobenzene 15 mlpump spray
FARMER ASKED ABOUT ATTACK OF BLIGHT ON GNUT CROP,WP-        -
Ask about groundnut leaf yellow chlorosis problem,149     15
Farmer asked Varieties information of Ground nut crop,:-  :-  -   -  -  -    :-  -  -  -   -45
Ask about seed treatments of White Grub,WG
TELL ME BLACK ROT CONTROL IN GROUNDNUT,25  100
groundnut nutrient management,RECOMMENDED TO SPRAY AGROMINIMAX 3 GRAMS 1 LITER OF WATER recommended to apply gypsum 200 kg acre
ground nut variety,tag 24 western 51  western mahabali
what are the seed verities of groundnut,- early kharif suitable verities     7   8
weed control in groundnut,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
NEMATODES  MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY CARBOFURAN 3G GRANULES 8-10 KGACRE
varities oF groundnut,MH-4 PUNJAB MUNGPHALI NO-1
Asking about variety of groundnut,letakshi 1812  -   -
Asked about Tobacco caterpillar in groundnut,Recommended for spray chlorpyriphos 2ml  litter of water
top dressing for groundnut,apply gypsum 80kgac 40th days after sowing
Asking about groundnut top dressing fertilizer management,Recommended for apply urea 5 kg  potash 125 kg ac
Asked about Groundnut cultivation during rabi season,-   -   -                   -
MOONGPHALI KI PATI KO KEEDA KAT RAHE,Quinalphas ka 2 ml  lit ka spray kara de
Farmer asked fungus in root control information,:
TELL ME TERMITRE CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Asked about groundnut rich application in groundnut,:       :   2    200
TELL ME DISEASE CONTROL IN  PEANUT,--       50   250
NO GROTH IN GROUNDNUT,4 KG ZINK SULPHATE  2 KG CULCIUM SULPHATE PER BHIGA
TELL ME INSECT CONTROL IN SOYABEEN,SPRAY OF PROFENOFOS 50 EC 15 ML PER LITER WATER
Farmer asked query on Weather,:               :             -                 - 34C   - 24C       8
Asked about plant protection in groundnut,suggested to spray carbendazim 2gmlit
TELL ME DISEASE CONTROL IN,SPRAY OF MENCOZEB 2 GM PER LITER WATER
FARMER ASKED ABOUT TO NUTRIENT MANAGEMENT GROUNDNUT,80  2
fungal problem yellowing of leaf,spray mencozeb 2gmliter water
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT CROP,20  05
SPODOPTERA MANAGEMENT IN GROUNDNUT,COROGIN 60   150
TELL ME ABOUT WEATHER INFORMATION,NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
TELL ME TERMAIT CONTROL IN GROUNUT,USE CHLOROPYRIFOS 20 EC 40 ML PER PALNT WITH IRRIGATION
TELL ME CONTROL COLAR ROT OF GROUNDNUT,USE-BAWSTEEN 250GMBIGA
Leaf webber in Groundnut,Recommended to spray Emamectin benzoate 5 SG  6 gm in 15 liter of water per acre for control of Leaf webber in Groundnut
weather information of garautha jhansi,apke yahan 03 august ko halke badal bane rah sakte hai filhal barish ki sambhavna nahi hai
groundnut micro nutrient deficiency,recommended for spray micro nutrient 5 gram  1 litre of water
Asking about Rainfed Basal fertilizer application for Groundnut,:        :  8      25     30
Asking about foliar spray for groundnut,:     : :     2  200
Asked about Root grub management in groundnut,:   : :      2
AVAILIBILITY OF GROUNDNUT SEED,RECOMENDED TO CONTACT AAO AT BLOCK LEVEL FOR AVAILIBILITY OF GROUNDNUT SEED
pest,spray of dimethode
Ask about use fertilizer information in Groundnut crop,--     ASP  15
TELL ME LEAF SPOT CONTROL,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Ask about sucking pests problem in crop  Jassid Aphid White Flies,WG   WS                 PPM  -
Asked about groundnut leaf feeder,:     :    2
termites control in ground nut crop,forat 10 G 8-10 kgacre balu me milaakar bikhraav kare
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,75    2        2
Asking about water management in groundnut,:    : :  4-5      20-
TELL ME ABOUT WEATHER INFORMATION,LIGHT RAIN MAY BE  1-2 DAYS
plt devp,general tonic 1ml4l
ask about sucking peat in groundnut,I suggested to spray trizophos 25 mlpump for sucking peat in groundnut
Leaf spot in groundnut,Recommended for spray saaf 2 g litre
Farmer wants to know information about how to control of fungal attack in groundnut crop,WP           IP       IP        15
Asking about suitable groundnut varieties,:      :  7
TELL ME ABOUT WHITE GURB  CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
TELL ME DISEASE CONTROL IN PEANUT,Irrigate carbendazim 250gm per bigha for black root grinding in groundnut
APHID DAMAGE IN GROUND NUT,RECOMMENDED TO SPRAY ACEPHATE 300 GRAMS ACRE
WEATHER,Partly cloudy Not possibility of Rainfall
ask for groundnut white grub information,suggest: drenching with cloroyriphose
aphids,imida  carbendazim
ASKED ABOUT VARIETY OF GROUND NUT,VARIETY OF GROUND NUT - PHULE UNNATI  TAG 24
insect control in ground nut,Spray diclorvas 76 EC  15mllit of water
TELL ME BLACK ROOT CONTROL,1
Farmer asked seed treatment of  fungus  white grub control in groundnut crop,3 FS                30  FS
Farmer asked Larvae control information of Groundnut Crop,20
groundnut fertilizer management,groundnut fertilizer management : after 30DAYS: 9KG UREA
CATERPILAR IN SOYABEAN,TRIJOPHOS  50    2 ML  LITTER WATER SPRAY
ask about in groundnut information,Suggested : All information provided -  Thanks for calling in kisaan call center
Asking about sudden death in groundnut plants,:      :     2
groundnut root grub management,RECOMMENDED FOR APPLY CARBOFURAN 3 G 10 KGSACRE
ASKING ABOUT FERTILIZER DOSE FOR GROUNDNUT,-      100
fertilizer,apply gypsum 200 kgac
Ask about sucking pests control information in Ground nut,50  WG 5
MOONGPHALI KE PATTI ME KIDE LAGE HAI,Quinalphos 20  Cypermethrin 32 ML LITRE PANI KA SPRAY KAREW
Farmer asked query on Weather,:      :           30      11
ask groundnut sucking pest,I suggested prophenophos 30 mlpump and contaf 20 mlpump
ASKING ABOUT CONTROL OF SUCKING INSECT IN GROUNDNUT,RECOMMENDED FOR SPRAY   IMIDACLOPRID 178 SL  1 ML   5 LIT OF WATER
groundnut atac humney,fartera5kg par acar
Groundnut cut worm leaf spot management,recommended for the spray  :  chloripyriphos 2 ml carbandazem 2 gm lit of water
Information About Groundnut Pea nut Mung phal  crop in Fungicide,50 EC 2
FARMER ASKED ABOUT CONTROL SUCKING PEST ATTACK ON GROUNDNUT CROP,-    10
ask about flowering in soyabean,I suggested to spray boomflower 20 mlpump
weedicide,recommended imagithpir 300mlacre
weed in groundnut,spray targa super after 1 month of sowing
ASKING ABOUT THE NUTRIENT MANAGEMENT OF GROUNDNUT,SPRAY GRADE 2    2-3 GMML  LIT OF WATER  BOZNMO
groundnut helicoverpa damage,monochrotophos 16 milli liter  liter water
TELL ME TERMITE IN GROUNDNUT,SPRAY OF FIPROLIN 5  2 LITER PER HA
FARMER ASKED QUERY ON TICKET PESTICIDE,GHARDA-TICKET Emamectin Benzoate 5 SG
Asked about Seed treatment in Groundnut,4   Treat the seeds with Thiram or Mancozeb or Carboxin or Carbendazim at 4 gkg of seed
FARMER ASKED ABOUT SOWING DATE OF GROUNDNUT,- 15   15
VARIETIES OF GROUNDNUT,VEMANA KADIRI-56 KALAHASTHI THIRUPATHI-4 NARAYANI GRESHMA ROHINI
